INCOME,INCOME_TYPE,User,EDUCATION_TYPE
270000,Working,5149107,Secondary / secondary special
270000,Working,5149106,Secondary / secondary special
270000,Working,5149105,Secondary / secondary special
202500,Working,5149092,Secondary / secondary special
202500,Working,5149090,Secondary / secondary special
202500,Working,5149089,Secondary / secondary special
202500,Working,5149088,Secondary / secondary special
76500,Working,5149087,Secondary / secondary special
76500,Working,5149086,Secondary / secondary special
76500,Working,5149085,Secondary / secondary special
76500,Working,5149082,Secondary / secondary special
76500,Working,5149081,Secondary / secondary special
202500,Commercial associate,5149080,Secondary / secondary special
202500,Commercial associate,5149079,Secondary / secondary special
202500,Commercial associate,5149078,Secondary / secondary special
63000,State servant,5149077,Secondary / secondary special
63000,State servant,5149076,Secondary / secondary special
63000,State servant,5149075,Secondary / secondary special
180000,State servant,5149058,Secondary / secondary special
180000,State servant,5149057,Secondary / secondary special
243000,Commercial associate,5149054,Higher education
243000,Commercial associate,5149053,Higher education
243000,Commercial associate,5149052,Higher education
243000,Commercial associate,5149051,Higher education
135000,Working,5149050,Secondary / secondary special
135000,Working,5149049,Secondary / secondary special
135000,Working,5149046,Secondary / secondary special
135000,Working,5149045,Secondary / secondary special
135000,Commercial associate,5149044,Secondary / secondary special
180000,Working,5149042,Secondary / secondary special
180000,Working,5149041,Secondary / secondary special
180000,Working,5149040,Secondary / secondary special
270000,Commercial associate,5149039,Higher education
180000,State servant,5149035,Higher education
180000,State servant,5149034,Higher education
180000,State servant,5149033,Higher education
180000,State servant,5149032,Higher education
180000,State servant,5149031,Higher education
180000,State servant,5149030,Higher education
270000,Commercial associate,5149021,Secondary / secondary special
270000,Commercial associate,5149020,Secondary / secondary special
270000,Commercial associate,5149001,Higher education
202500,Commercial associate,5149000,Higher education
202500,Commercial associate,5148999,Higher education
202500,Commercial associate,5148998,Higher education
202500,Commercial associate,5148997,Higher education
202500,Commercial associate,5148996,Higher education
99000,Commercial associate,5148992,Secondary / secondary special
112500,Working,5148991,Secondary / secondary special
112500,Working,5148990,Secondary / secondary special
135000,Commercial associate,5148989,Secondary / secondary special
540000,State servant,5148988,Incomplete higher
540000,State servant,5148987,Incomplete higher
94500,Working,5148983,Secondary / secondary special
94500,Working,5148982,Secondary / secondary special
94500,Working,5148981,Secondary / secondary special
94500,Working,5148980,Secondary / secondary special
94500,Working,5148978,Secondary / secondary special
94500,Working,5148977,Secondary / secondary special
94500,Working,5148975,Secondary / secondary special
495000,Working,5148974,Secondary / secondary special
495000,Working,5148973,Secondary / secondary special
495000,Working,5148972,Secondary / secondary special
495000,Working,5148971,Secondary / secondary special
495000,Working,5148970,Secondary / secondary special
495000,Working,5148969,Secondary / secondary special
495000,Working,5148968,Secondary / secondary special
495000,Working,5148967,Secondary / secondary special
90000,Working,5148966,Secondary / secondary special
90000,Working,5148965,Secondary / secondary special
90000,Working,5148964,Secondary / secondary special
90000,Working,5148963,Secondary / secondary special
90000,Working,5148962,Secondary / secondary special
90000,Working,5148961,Secondary / secondary special
90000,Working,5148960,Secondary / secondary special
90000,Working,5148956,Secondary / secondary special
90000,Working,5148955,Secondary / secondary special
90000,Working,5148954,Secondary / secondary special
90000,Working,5148953,Secondary / secondary special
90000,Working,5148948,Secondary / secondary special
90000,Working,5148947,Secondary / secondary special
90000,Working,5148946,Secondary / secondary special
270000,Working,5148945,Higher education
112500,Working,5148943,Secondary / secondary special
112500,Working,5148941,Secondary / secondary special
112500,Working,5148940,Secondary / secondary special
112500,Working,5148939,Secondary / secondary special
112500,Working,5148938,Secondary / secondary special
112500,Working,5148936,Secondary / secondary special
225000,Working,5148935,Secondary / secondary special
108000,Working,5148934,Secondary / secondary special
108000,Working,5148933,Secondary / secondary special
108000,Working,5148932,Secondary / secondary special
135000,Commercial associate,5148930,Secondary / secondary special
211500,Working,5148929,Secondary / secondary special
211500,Working,5148928,Secondary / secondary special
157500,Working,5148926,Secondary / secondary special
157500,Working,5148925,Secondary / secondary special
157500,Working,5148924,Secondary / secondary special
157500,Working,5148923,Secondary / secondary special
157500,Working,5148922,Secondary / secondary special
157500,Working,5148921,Secondary / secondary special
76500,Working,5148910,Higher education
135000,Working,5148909,Secondary / secondary special
135000,Working,5148907,Secondary / secondary special
90000,Working,5148891,Secondary / secondary special
108000,Working,5148890,Secondary / secondary special
108000,Working,5148889,Secondary / secondary special
108000,Working,5148888,Secondary / secondary special
108000,Working,5148887,Secondary / secondary special
108000,Working,5148886,Secondary / secondary special
108000,Working,5148885,Secondary / secondary special
108000,Working,5148884,Secondary / secondary special
202500,Working,5148882,Incomplete higher
202500,Working,5148881,Incomplete higher
202500,Working,5148880,Incomplete higher
202500,Working,5148879,Incomplete higher
202500,Working,5148873,Incomplete higher
135000,State servant,5148872,Incomplete higher
135000,State servant,5148871,Incomplete higher
315000,Commercial associate,5148864,Secondary / secondary special
135000,Working,5148863,Secondary / secondary special
90000,Commercial associate,5148862,Secondary / secondary special
90000,Commercial associate,5148861,Secondary / secondary special
112500,Working,5148859,Higher education
112500,Working,5148858,Higher education
112500,Working,5148857,Higher education
112500,Working,5148856,Higher education
261000,Working,5148855,Secondary / secondary special
261000,Working,5148854,Secondary / secondary special
261000,Working,5148853,Secondary / secondary special
135000,Working,5148852,Higher education
135000,Working,5148851,Higher education
135000,Working,5148850,Higher education
135000,Working,5148849,Higher education
135000,Working,5148848,Higher education
135000,Working,5148847,Higher education
135000,Working,5148846,Higher education
135000,Working,5148845,Higher education
112500,Commercial associate,5148841,Higher education
112500,Commercial associate,5148840,Higher education
112500,Commercial associate,5148839,Higher education
112500,Commercial associate,5148838,Higher education
135000,Working,5148837,Higher education
135000,Working,5148836,Higher education
